media,varianza,asimetria,curtosis,maximo,minimo,medias_fourier,varianzas_fourier,asimetria_fourier,curtosis_fourier,maximos_fourier,minimos_fourier,nombre_imagen,directorio
128.39113693626965,610.0423195547064,-2.5326243521949445,5.9209193896530525,209,1,9734.607449241978,176412772659.80893,3048.654446135366,9612158.589929625,1325703198.0,1.781363971429015,DSC02007.JPG,A
123.5717005194129,1186.9348619641846,-1.5853698133171903,2.458671607535851,180,0,6910.3247366884425,169878034512.03372,2889.842985344612,8900572.013837595,1275940088.0,0.645089690813902,DSC00932.JPG,A
130.18877364242945,751.0303644863558,-2.227736755723643,4.655668978032719,244,0,15254.247511410433,182530248099.86075,3020.8345910601624,9492155.968154924,1344264703.0,1.8836058550542847,DSC02020.JPG,A
127.1893578269884,1170.3148977266717,-1.5521965335129055,2.487959171573327,181,0,7176.1788765567435,179069642475.7318,2908.2608274967624,8988574.829523716,1313294223.0,1.1730641730875502,DSC00911.JPG,A
124.71356913909482,1019.6108437333764,-1.5566740030810227,2.7748911284725484,177,0,6813.572001287759,171079032463.58353,2936.182817845773,9103521.033976529,1287730457.0,1.5797126507995722,DSC00931.JPG,A
129.4681013149576,616.6571281682819,-2.3488905668249553,5.4719999970946045,232,2,13766.98615983458,179253752868.07492,3051.680941322449,9626048.055494994,1336823398.0,4.648553983599609,DSC02004.JPG,A
128.07892709159765,1003.3689522002605,-1.6733780373720666,3.4370077896855413,182,1,7074.940096104495,179691987482.6361,2949.321436727713,9176442.198189031,1322479474.0,0.6391689822375005,DSC00913.JPG,A
129.24357997440126,599.1138245083735,-1.502798324466405,4.440014498874807,201,1,6830.755836897309,178615709842.6963,3053.9338881981685,9628797.60946936,1334505102.0,1.719084611004216,DSC00905.JPG,A
130.65460823994644,722.4798539779642,-2.24349464744908,4.278073796172538,234,1,10038.548992724342,183622019958.12064,3026.470172249058,9514809.59291297,1349074680.0,2.1644168424843326,DSC01977.JPG,A
129.79342955075123,723.9325385762963,-2.2087646200256827,4.211513431430501,228,2,11935.848191261028,181279396613.95526,3024.656676343566,9507396.40858418,1340182576.0,3.192740120965073,DSC01984.JPG,A
132.311341412487,627.9204695494598,-2.352155369801149,5.403910194321787,235,3,12792.592490102548,187081223328.3823,3054.7133068510093,9639649.492011474,1366181285.0,1.2577888622081417,DSC01981.JPG,A
125.44815497626072,1167.5752571507242,-1.5229405583918076,2.3992574151065815,180,0,6676.222936849362,174506161339.29758,2900.4961424433363,8956984.900031595,1295315426.0,1.851859660446998,DSC00908.JPG,A
129.88136918062304,591.1965307825009,-1.5676775542005201,4.627705940962648,186,1,6316.022619288212,180247192935.2728,3057.8563525914283,9643539.887105113,1341090597.0,0.8166756451303955,DSC00898.JPG,A
129.40995926203698,694.560819664132,-2.262046024596401,4.558146674889639,230,1,11748.167801760477,179954241799.30164,3030.802596347637,9534361.102059754,1336223052.0,0.6288411397891981,DSC01990.JPG,A
130.17499397608097,654.5698075570566,-2.3102269034892595,5.3057834485437265,230,0,14365.536518691282,181523522583.5303,3044.2929704745934,9593569.619218035,1344122421.0,2.9399649815765168,DSC02024.JPG,A
129.92660338904523,714.6678870943839,-2.1975553236877707,4.249768469250705,235,2,12310.112430579593,181531797662.94638,3027.5301390407703,9519915.06521829,1341557663.0,1.1516658442469172,DSC01987.JPG,A
131.42425870930853,670.694874868676,-2.539524919901394,5.844707792321682,219,0,9609.845045404347,185178485649.2035,3040.9296194348444,9577812.469140325,1357021709.0,1.7948609208414728,DSC02015.JPG,A
130.43071321264318,698.1163502311654,-2.365070881239536,5.235456698919423,245,0,13259.757966066447,182691821169.68143,3033.4526840797153,9546024.686587939,1346762851.0,3.7969368745420633,DSC02017.JPG,A
126.1514568199286,1117.3032107222969,-1.6500546293900655,2.9815872507860233,180,0,6624.571390453914,175814866923.8925,2917.345303043699,9024083.826950895,1302577372.0,1.4609385307239802,DSC00930.JPG,A
129.76824540477637,730.7612252335047,-2.1253666637413287,3.837852101653062,231,0,11598.813313986935,181290342088.70715,3022.8515856602353,9498957.994233554,1339922537.0,0.8946512647941957,DSC01980.JPG,A
128.57350808251104,643.6765167857477,-1.5530460056570035,4.410378107608725,218,0,7051.312126307521,177288987719.29755,3041.056542873371,9572489.731127381,1327586272.0,1.4204998391570116,DSC00904.JPG,A
128.113414996498,627.5852319112271,-1.496197469262773,3.9651277051143667,189,0,6739.6034001120115,175907695073.00894,3044.9585926534533,9585438.521072136,1322835579.0,0.497423927631279,DSC00895.JPG,A
125.48232357471365,933.8083076365283,-1.6463077823589436,3.2764252908035063,176,0,6691.565501486959,172180724951.1393,2958.914425140407,9209482.35234602,1295668234.0,1.3480586595288577,DSC00923.JPG,A
124.49214246587866,1055.0116250494596,-1.559510770665597,2.635789918493214,178,0,6810.259058098067,170874839022.56152,2924.8043978170995,9059903.32517267,1285444115.0,1.331349590799294,DSC00917.JPG,A
130.166573951257,655.8112825743705,-1.6371048264528822,4.538667482312219,203,0,6913.2160648077115,181672283165.64127,3042.840450863402,9576820.734252995,1344035480.0,0.40151108495935184,DSC00896.JPG,A
130.077701776107,588.4886857908342,-2.472339634502819,5.885658021356374,232,2,11500.058872025056,180653871465.93988,3058.954817773436,9657223.747599041,1343117830.0,1.991025429200568,DSC02010.JPG,A
130.11344008001933,733.1262180214002,-2.2585202119115175,4.443374841881578,244,0,11842.758449541952,182235342004.30576,3023.155424770256,9501031.937441278,1343486846.0,0.36053035440549874,DSC01983.JPG,A
126.83989023683493,663.0662600390256,-2.240604339804359,4.55270694111595,230,0,12343.589948950219,172814531463.17264,3032.323693387989,9541265.214473082,1309685794.0,2.564989292907316,DSC02006.JPG,A
129.75795980515818,720.0899560245754,-2.2424118628254743,4.292608327808079,221,0,10231.521776407366,181182441567.13916,3024.752353304337,9507264.203006417,1339816333.0,1.888987216155675,DSC01976.JPG,A
129.65336113375193,619.6891771956607,-1.608084165339863,4.491972903838085,183,0,6281.086902701917,179930811862.3208,3050.613519103917,9610047.275322556,1338736299.0,1.2085506677245976,DSC00894.JPG,A
129.90887795888705,683.0296493035917,-2.2328765189080926,4.360154920173026,236,0,11236.383222991804,181182843343.06592,3034.7742882041157,9551378.658297677,1341374639.0,1.0231567314870815,DSC01979.JPG,A
130.9392133304098,705.9687292808637,-2.293094398328329,4.713349975466763,233,1,11834.34395631344,184180998452.1236,3032.0169059445134,9539676.586887293,1352013371.0,1.7229190444415627,DSC01978.JPG,A
126.53555109755418,976.4412719995503,-1.7650816957168582,3.861023093239006,179,0,6693.642780387775,175361624839.32867,2949.6499986366484,9178921.307781557,1306543339.0,1.0122521616385758,DSC00924.JPG,A
129.9383705628316,723.5746129970521,-2.2075305609389617,4.240016253588356,233,1,12068.368441764684,181661231562.15405,3025.2263552844556,9509833.207252134,1341679165.0,0.36636825456658706,DSC01989.JPG,A
130.18171868414365,681.6000095985004,-2.3062030289442292,5.1063567128123495,244,0,14871.692968757045,181805902559.24295,3037.85329679327,9565774.074492672,1344191857.0,2.225741169709743,DSC02014.JPG,A
130.57930624984505,671.3533154348734,-2.302940437885097,5.028889910785217,228,0,13045.227243028356,182821589725.17764,3040.3344259023074,9575951.155357802,1348297149.0,1.5450658768300363,DSC01974.JPG,A
125.85942245531065,917.4828301760632,-1.6645854960059019,3.552943410076523,178,0,7117.713795690837,172984929772.3228,2961.8875203641037,9232686.307685524,1299561970.0,0.688778022649396,DSC00914.JPG,A
130.23223825200202,664.4050664270898,-2.3023990306779063,4.975765367659301,224,1,12904.225121138514,181818846667.02316,3041.027412365377,9579328.27543042,1344713497.0,0.387187940875177,DSC02000.JPG,A
129.9780163757624,890.9671880319995,-1.2969437219416788,2.911107005721533,227,0,7202.501766723025,183589813902.3004,2986.5688251476513,9325275.999531351,1342088528.0,0.6860698619719975,DSC00889.JPG,A
124.57453931546586,1045.3702225449338,-1.5891366615138285,2.805963020929502,175,0,7112.744951022676,170982978363.2616,2929.930716722103,9073950.726536276,1286294904.0,1.9677513705682983,DSC00926.JPG,A
123.7396824406828,1260.9748151595452,-1.4752395686290203,2.005383119359463,179,0,7216.928369241629,171067163976.91293,2869.2843668484265,8823448.979147049,1277674586.0,0.5995410370033779,DSC00909.JPG,A
127.89903630854242,715.412204987834,-2.2010252587318813,4.18821736540015,231,0,12265.815868459622,176142823880.08087,3021.7628242885776,9494842.979012989,1320622011.0,2.683471777498885,DSC01992.JPG,A
130.06729908777334,779.7805578367712,-2.221887847059114,4.037365674559296,222,0,10720.399234521432,182618437895.25238,3011.211396112757,9448034.322782263,1343010417.0,0.5469718758892339,DSC01997.JPG,A
129.8533755834098,710.7226215674688,-2.2464421670046213,4.377586865864452,229,0,11180.948012504557,181321162798.54163,3027.73444064595,9520600.260002103,1340801549.0,1.3219509351634313,DSC01991.JPG,A
127.66351046883523,734.8830444206084,-2.2224490457687773,4.08224585481314,220,2,10340.857677808242,175765878576.48727,3015.1675894472346,9465691.68945574,1318190088.0,0.7789287791191141,DSC01986.JPG,A
130.07170187527893,742.945306199389,-2.221648252463845,4.16263765693151,231,0,11292.55971444247,182237326591.09564,3020.4165179145425,9488710.27458989,1343055878.0,1.7325397825868019,DSC01985.JPG,A
128.08954720273218,692.3397926982941,-1.5843848605089383,4.184904166895069,211,0,7120.008494895665,176507905831.0325,3027.505121347143,9513019.504304172,1322589132.0,1.0032624584102465,DSC00903.JPG,A
131.18397581367458,881.3194314421255,-1.2151611679977785,2.6681686027430978,251,0,6936.6027750553885,186745980954.94107,2992.4127505613646,9351654.671299485,1354540667.0,1.7316658751800384,DSC00884.JPG,A
124.17435458840556,1104.3358959145082,-1.624161488496591,2.833473680664433,177,0,6932.1072127746,170566508146.59088,2911.1907456199356,9000540.109721106,1282162795.0,0.4275243525926763,DSC00928.JPG,A
130.02650969870334,956.8033765331177,-1.738009353544621,3.7364797770784905,182,0,6633.367566165599,184407669142.73206,2967.5982101990458,9255141.3003461,1342589246.0,0.36967654327251614,DSC00912.JPG,A
124.46642943530892,992.350644514249,-1.6018482739220532,2.979638157146569,176,0,7010.721780452969,170158963725.11716,2940.1251354200126,9128228.466742096,1285178615.0,1.352441645520018,DSC00916.JPG,A
129.91925246457703,581.3681921013838,-1.5453324956792154,4.407212986026519,190,0,6659.826032767931,180242873894.2131,3061.045091051381,9655443.208316352,1341481761.0,1.9043224514439687,DSC00901.JPG,A
129.67068910147145,798.6483825702277,-1.2035722764597157,2.8683078205280585,191,2,6212.219186784517,181825914497.77524,3006.82295306001,9416670.328347808,1338915219.0,1.6161939528251779,DSC00890.JPG,A
127.43001097089304,900.7991525535564,-1.6821921471387928,3.684416370464225,179,0,6930.59509858329,176922915723.57913,2972.087430013133,9275230.092151698,1315779088.0,0.4219015724689022,DSC00925.JPG,A
130.25253653477836,620.8072052527044,-2.3653492116590025,5.346102458281866,229,3,12595.811169886518,181431136347.97284,3051.8413380632983,9626252.260100847,1344923087.0,1.2730268857216576,DSC02009.JPG,A
124.33751659967398,1122.853298382543,-1.567129837208964,2.6619256700777303,178,0,6714.423133070411,171179355696.9902,2905.06501924884,8982098.386627177,1283847525.0,1.1850620983526294,DSC00919.JPG,A
130.2137675797714,880.3052352504448,-1.2664865887600107,2.8110122522519934,212,0,6886.0774308192895,184117553685.6169,2989.9369066077197,9339397.550612664,1344522778.0,1.1976478660773267,DSC00885.JPG,A
130.47931694181707,648.2308498320322,-2.3532312634097234,5.545457785508896,232,0,14578.904593998928,182270944743.839,3046.8117380982762,9604328.093365729,1347264709.0,2.0302227854249737,DSC02016.JPG,A
130.09218755810855,789.2431721716074,-2.1476730681526557,3.799394156344742,242,0,12169.253693936682,182749837727.53238,3009.648423837678,9441624.121087607,1343267403.0,2.373481007488587,DSC01996.JPG,A
128.7521518562193,828.9927118993819,-1.2400647375180178,2.9007739189718356,197,0,6619.205353168127,179683037523.49268,2996.1130260625773,9372132.426244386,1329430859.0,0.6797602340717311,DSC00891.JPG,A
131.56220858565354,900.4751432228527,-1.2823848873371433,2.8085605238849647,214,0,7274.379442521448,187965113704.7265,2989.690514309099,9337985.64093233,1358446111.0,2.5365846434706936,DSC00887.JPG,A
129.54826563429737,606.7923580292685,-1.5381901584144857,4.311848612365462,196,0,6710.871769834945,179510785683.08902,3053.709202677918,9623729.578264976,1337651135.0,0.21101082602385343,DSC00900.JPG,A
128.2856545307619,569.7958834018018,-1.3631860211387865,3.7558295105326964,181,0,5848.441933646322,175778204393.9489,3059.5142750107016,9650883.768347507,1324614039.0,2.0616959359845066,DSC00892.JPG,A
125.78624317030916,1027.7598891303141,-1.6068608429487283,3.0807576957937846,181,0,7120.606534223161,173933408061.58478,2934.5280132514235,9111715.335576095,1298806357.0,1.0287272962991405,DSC00910.JPG,A
130.7094142813755,865.491003811927,-1.2261546134635728,2.8306408019260907,198,0,6581.472170992817,185304044748.06244,2993.697566691771,9360559.400740972,1349640580.0,0.265033633029011,DSC00888.JPG,A
129.5115163385729,691.4695378132775,-2.3328680488586855,4.710613730864504,221,0,9283.606402812175,180245669164.1575,3030.7632532275125,9533520.79138506,1337271680.0,1.4095695170070308,DSC01975.JPG,A
130.09842425125206,875.6608011969136,-1.2650849703924656,2.801597790152523,191,0,6756.383776948532,183761340810.2587,2990.7787755927593,9342538.31135067,1343331800.0,0.35418971277649025,DSC00886.JPG,A
130.55147312905984,711.0478565261847,-2.298762516990065,4.86218118214936,242,0,13172.782421415473,183153064989.27792,3030.4843278832127,9533245.281108795,1348009758.0,1.3336458864185354,DSC02021.JPG,A
129.82397382248848,796.1812416165661,-2.1787315714519853,3.8115550000599505,233,0,10736.752498447539,182134466938.78705,3006.4555103243847,9427467.609719152,1340497961.0,2.103736571379363,DSC01998.JPG,A
129.8547419089664,629.769180057827,-2.387823452020437,5.628850881303059,220,1,13892.548988637498,180420952357.59824,3049.3035334335186,9615917.863502022,1340815657.0,2.224428645913132,DSC02008.JPG,A
130.0106714403481,722.9768941191953,-2.245902871855179,4.3265004178763,228,0,11508.73845097385,181862317407.26718,3025.2571032635624,9509963.302553475,1342425708.0,2.2187921703954685,DSC01988.JPG,A
131.29365307494916,1313.9852309207363,-1.3713798972124482,1.7465622809268186,201,0,8893.27180950962,191479748400.52203,2894.3161533294324,8926554.848092977,1355673140.0,1.5606417316844527,DSC00981.JPG,B
127.11597332198022,632.426925883568,-1.6698775020468093,3.0281656888185644,199,0,11008.953536289411,173253283269.0356,3040.4170969768684,9575936.064741662,1312536491.0,3.0250487741925913,DSC00965.JPG,B
129.47420455214584,690.31761852561,-1.0327342741683467,2.2437871473006075,218,0,13705.60118798602,180032339245.0756,3032.789323509875,9544834.868484907,1336886417.0,4.290309072129204,DSC00944.JPG,B
123.90851284353771,600.451397003591,-2.099844607073664,5.330773593369816,255,0,10196.656549768399,164626753976.20587,3039.523714030038,9575096.740786884,1279417845.0,1.310203747732137,DSC00954.JPG,B
127.73009792064387,1294.937446892917,-1.401647087764008,0.8341881434731633,235,0,10058.120499947026,181730085719.0085,2879.757395044276,8875078.47955498,1318877637.0,2.3753355961541645,DSC02131.JPG,B
125.93461287700823,1181.6657583549409,-1.575681952781463,1.381383874899801,237,1,11341.390193605297,175830273973.47626,2899.309111426784,8958483.090866374,1300338349.0,1.1927356407325942,DSC02168.JPG,B
130.21070719647196,1481.038961894966,-1.2184086491095842,0.9396350188415874,210,0,9381.25696151751,190271612849.82214,2848.995770381465,8743852.539930677,1344491178.0,0.8244423536407155,DSC00971.JPG,B
129.5769855883064,744.8502417897528,-1.1126526765056013,2.363138951114264,205,3,9213.491472587126,180973293363.8848,3017.1414231287013,9476167.707330225,1337947683.0,0.932937137712359,DSC00941.JPG,B
130.00155750266524,1160.7150421860501,-1.6259296512577666,1.6586941053392907,237,2,11987.269263992182,186346472131.5926,2921.6874567719965,9056616.365488501,1342331602.0,2.1627103278887008,DSC02158.JPG,B
126.7999981405266,1169.3009180142642,-1.4382963292107018,1.0691712486721618,230,0,12103.027190277244,177943064602.83154,2906.498129924399,8989772.01265058,1309273888.0,1.6290748843558172,DSC02150.JPG,B
127.2408300844201,1274.0014896857047,-1.448710716039206,1.0237508683941066,245,0,11278.163940194905,180199783150.1383,2884.0141913267494,8889363.013607744,1313825700.0,1.368673525427266,DSC02147.JPG,B
129.19931685659122,1326.1683599697644,-1.5209136244165018,1.1343515076521609,211,0,10223.45850305231,185946935995.2363,2880.7089493686035,8874518.131249705,1334048063.0,0.6848690307021965,DSC02137.JPG,B
128.0501692701877,1232.8224561400705,-1.432541441663269,1.0502398506006951,227,3,12260.366122621406,181884894037.5393,2897.0571694539617,8948849.617306544,1322182535.0,0.4155821520760576,DSC02145.JPG,B
131.68936082926317,879.5283481557924,-1.5865502559966203,2.8075499079925477,206,2,7532.282601595161,188090634684.8094,2991.271247591912,9359494.807321683,1359759022.0,0.6903966393149211,DSC00957.JPG,B
129.05256489174766,690.9053552186828,-1.206459520539133,2.6535254789782536,204,0,10802.603934993092,178984022173.22348,3029.839568305313,9531903.393401999,1332532775.0,2.178248996615627,DSC00939.JPG,B
126.23642419779219,1144.3908547693923,-1.591565009828081,2.324806226019831,198,0,8848.28601294171,176281580993.63297,2907.756251042645,8998061.567972647,1303454703.0,2.1351138563997867,DSC00973.JPG,B
128.86379676962983,1229.8333116980561,-1.5968274042460877,1.357290830469685,243,0,10899.964253109154,184043900488.28125,2900.9173439816054,8964422.430711621,1330583649.0,1.2575147607854607,DSC02157.JPG,B
131.5959204509533,1385.0241566702741,-1.2625333658791675,1.49858670792422,221,1,8188.008515283775,193045802833.554,2877.1768041021637,8861793.987448446,1358794203.0,0.3802725864961228,DSC00934.JPG,B
129.2328941037648,1354.8415472152144,-1.4899224554840402,1.0800320185763939,242,0,12182.973949687348,186288694318.7412,2874.839495050709,8850944.54681369,1334394765.0,3.634539152765422,DSC02140.JPG,B
129.93767093596594,1469.012161084176,-1.3437237056966957,0.5416661282047741,244,0,10034.177367510923,189401333403.55743,2850.9130121522885,8750727.422260368,1341671941.0,0.35641470599738173,DSC02125.JPG,B
127.35488350011777,1214.1370460261758,-1.4440186143428633,1.087982798171593,225,4,14504.561478879568,179798294209.30527,2900.6835877349126,8960961.253723918,1315003359.0,2.6930695912623728,DSC02144.JPG,B
129.4795892771917,658.2638500183385,-1.0333866669835499,1.8335294197386265,209,0,10956.739436972932,179783559125.91016,3039.2537571597104,9572911.236745832,1336942017.0,0.29082793546483554,DSC00947.JPG,B
123.51865051817326,743.071644188779,-2.1044085461319217,5.030144775353277,219,0,9019.669842053565,165125973037.94052,2999.8452502442065,9398743.234512534,1275392320.0,0.3752898189116645,DSC00959.JPG,B
128.61980354663558,1311.7917280530914,-1.4701992833709026,1.019481403271982,218,1,9861.690027846918,184263026653.79456,2881.4163895453576,8876583.096363204,1328064296.0,2.364353085464059,DSC02142.JPG,B
127.46335161944637,1193.4973364763964,-1.6684733144893225,1.6939425875279381,237,0,11804.826227669124,179941600552.73474,2904.2128148897164,8977164.373296192,1316123347.0,0.6002252217374188,DSC02164.JPG,B
128.11502353783408,1234.9226074876988,-1.5411940228425536,1.2503665774013655,234,0,10189.117789282012,182124619404.67606,2896.211269567556,8943732.56497621,1322852188.0,1.7477313825670726,DSC02159.JPG,B
127.48400794769921,735.7151570806009,-2.127716627760864,5.224838342787228,227,0,9618.394389852927,175315986197.3608,3014.542093389218,9461275.041980425,1316336634.0,0.9115677599079283,DSC00960.JPG,B
129.78001296595303,1804.8464574234702,-1.1737620537317985,0.8428529046928004,237,0,10156.472711942917,192443728653.05164,2781.182592921193,8438382.247766444,1340044043.0,0.9939548439071755,DSC00937.JPG,B
128.30407716659641,1183.9817604754376,-1.6339818627177554,1.5882274903443205,242,0,11408.220814731743,182072849163.8425,2909.275299339379,9001268.971542956,1324804262.0,1.8284586088545682,DSC02167.JPG,B
128.8873104886696,745.1903848169695,-1.4537106259374106,2.309533466733652,211,0,13333.598832346448,179043322020.17798,3017.7988670146847,9477127.141128432,1330826440.0,0.8753932161403263,DSC00964.JPG,B
151.65001204783806,936.0636763918258,-1.3546038242256901,3.082946721742811,227,0,12006.532109775408,246984285816.69714,3032.9749223078206,9544973.760404298,1565862806.0,1.5469068783527193,DSC00945.JPG,B
129.28123905622428,1411.6793794338043,-1.3525025832167603,0.6360374265909523,236,2,10894.36473844149,187034357889.94595,2860.678130730734,8793373.80898272,1334893951.0,2.4343109236756817,DSC02130.JPG,B
127.93526243367879,675.4974229154599,-0.9537654436844787,1.64860386763998,255,0,14482.030890065325,175767100245.29916,3032.927522333047,9546000.32636376,1320996064.0,5.215851824127164,DSC00948.JPG,B
125.67770745137477,669.3397187411892,-1.6748623559875226,2.947908994316651,202,0,13416.53599839512,169821426628.8036,3028.1929056208737,9523361.308263468,1297685671.0,1.9412009098214311,DSC00968.JPG,B
128.9715029891035,729.8179113453947,-0.9660173398660372,1.6641761428799908,216,0,12272.422053285873,179135930400.946,3020.407507541466,9491867.392431637,1331695770.0,1.6865518053917363,DSC00950.JPG,B
127.18658149761987,1199.8494773513164,-1.623790285199912,1.5712132397050977,235,0,12763.719650627629,179255894704.68033,2901.840519607102,8967487.581238506,1313265556.0,2.161170571051517,DSC02165.JPG,B
128.03573714174146,1302.0415812004674,-1.4439989508773916,0.893423856568222,241,0,9488.621225717607,182621737369.2348,2878.6793309858867,8872714.440591004,1322033516.0,0.6281883824334858,DSC02129.JPG,B
126.92218713972703,741.4095133479902,-1.9330600810562801,4.442627045541479,222,0,10331.630158817006,173884722771.2612,3011.151346905771,9449056.05296806,1310535551.0,0.9271597049531908,DSC00961.JPG,B
